date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:02:57	2995/2995	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Sep%202015%2013:55:36%20GMT	http://niehorster.org/012_ussr/45-08-08/land/corps_003-art-div.html	F:/Projects/ExtractNiehorster/niehorster/niehorster/niehorster.org/012_ussr/45-08-08/land/corps_003-art-div.html	(from http://niehorster.org/012_ussr/45-08-08/land/army_39.html)
17:02:57	2995/2995	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Sep%202015%2013:55:37%20GMT	http://niehorster.org/012_ussr/45-08-08/land/corps_006-art-div.html	F:/Projects/ExtractNiehorster/niehorster/niehorster/niehorster.org/012_ussr/45-08-08/land/corps_006-art-div.html	(from http://niehorster.org/012_ussr/45-08-08/land/army_39.html)
17:02:57	2839/2839	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Sep%202015%2013:55:35%20GMT	http://niehorster.org/012_ussr/45-08-08/land/army_39_art.html	F:/Projects/ExtractNiehorster/niehorster/niehorster/niehorster.org/012_ussr/45-08-08/land/army_39_art.html	(from http://niehorster.org/012_ussr/45-08-08/land/army_39.html)
17:02:58	6487/6487	---M--	200	added ('OK')	image/gif	date:Sun,%2013%20Sep%202015%2007:39:27%20GMT	http://niehorster.org/012_ussr/45-08-08/land/army_53.gif	F:/Projects/ExtractNiehorster/niehorster/niehorster/niehorster.org/012_ussr/45-08-08/land/army_53.gif	(from http://niehorster.org/012_ussr/45-08-08/land/army_53.html)
17:02:58	2846/2846	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Sep%202015%2013:55:43%20GMT	http://niehorster.org/012_ussr/45-08-08/land/corps_018-Gds-Rifle.htm	F:/Projects/ExtractNiehorster/niehorster/niehorster/niehorster.org/012_ussr/45-08-08/land/corps_018-Gds-Rifle.html	(from http://niehorster.org/012_ussr/45-08-08/land/army_53.html)
17:02:58	2842/2842	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Sep%202015%2013:55:44%20GMT	http://niehorster.org/012_ussr/45-08-08/land/corps_049-rifle.htm	F:/Projects/ExtractNiehorster/niehorster/niehorster/niehorster.org/012_ussr/45-08-08/land/corps_049-rifle.html	(from http://niehorster.org/012_ussr/45-08-08/land/army_53.html)
17:02:59	2842/2842	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Sep%202015%2013:55:45%20GMT	http://niehorster.org/012_ussr/45-08-08/land/corps_057-rifle.htm	F:/Projects/ExtractNiehorster/niehorster/niehorster/niehorster.org/012_ussr/45-08-08/land/corps_057-rifle.html	(from http://niehorster.org/012_ussr/45-08-08/land/army_53.html)
17:02:59	7439/7439	---M--	200	added ('OK')	image/gif	date:Fri,%2018%20Sep%202015%2013:55:49%20GMT	http://niehorster.org/012_ussr/45-08-08/land/army_cav-mech.gif	F:/Projects/ExtractNiehorster/niehorster/niehorster/niehorster.org/012_ussr/45-08-08/land/army_cav-mech.gif	(from http://niehorster.org/012_ussr/45-08-08/land/army_cav-mech.html)
17:02:59	12429/12429	---M--	200	added ('OK')	image/gif	date:Sun,%2013%20Sep%202015%2007:39:17%20GMT	http://niehorster.org/012_ussr/45-08-08/land/army_12-air.gif	F:/Projects/ExtractNiehorster/niehorster/niehorster/niehorster.org/012_ussr/45-08-08/land/army_12-air.gif	(from http://niehorster.org/012_ussr/45-08-08/land/army_12-air.html)
17:03:00	2827/2827	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Sep%202015%2013:55:41%20GMT	http://niehorster.org/012_ussr/45-08-08/land/corps_006-air.htm	F:/Projects/ExtractNiehorster/niehorster/niehorster/niehorster.org/012_ussr/45-08-08/land/corps_006-air.html	(from http://niehorster.org/012_ussr/45-08-08/land/army_12-air.html)
17:03:00	2827/2827	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Sep%202015%2013:55:41%20GMT	http://niehorster.org/012_ussr/45-08-08/land/corps_007-air.htm	F:/Projects/ExtractNiehorster/niehorster/niehorster/niehorster.org/012_ussr/45-08-08/land/corps_007-air.html	(from http://niehorster.org/012_ussr/45-08-08/land/army_12-air.html)
17:03:01	2865/2865	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Sep%202015%2013:55:39%20GMT	http://niehorster.org/012_ussr/45-08-08/land/army_12-air_support.htm	F:/Projects/ExtractNiehorster/niehorster/niehorster/niehorster.org/012_ussr/45-08-08/land/army_12-air_support.html	(from http://niehorster.org/012_ussr/45-08-08/land/army_12-air.html)
17:03:01	11073/11073	---M--	200	added ('OK')	image/gif	date:Sun,%2013%20Sep%202015%2007:40:01%20GMT	http://niehorster.org/012_ussr/45-08-08/land/_front_TB_PVO.gif	F:/Projects/ExtractNiehorster/niehorster/niehorster/niehorster.org/012_ussr/45-08-08/land/_front_TB_PVO.gif	(from http://niehorster.org/012_ussr/45-08-08/land/_front_TB_PVO.html)
17:03:01	2435/2435	---M--	200	added ('OK')	image/gif	date:Sat,%2010%20Oct%202015%2008:24:02%20GMT	http://niehorster.org/012_ussr/45-08-08/land/corps_NKVD-Central-Asia.gif	F:/Projects/ExtractNiehorster/niehorster/niehorster/niehorster.org/012_ussr/45-08-08/land/corps_NKVD-Central-Asia.gif	(from http://niehorster.org/012_ussr/45-08-08/land/corps_NKVD-Central-Asia.htm)
